state_abbr,county,offense,total_2023,latitude,longitude
TX,RUNNELS,Property Crime,70.0,31.845112,-99.982715
NY,NIAGARA,Violent Crime,490.0,43.181637,-78.73824
PA,DELAWARE,Violent Crime,1448.0,39.91923,-75.39197
NE,BUTLER,Property Crime,5.0,41.226072,-97.132039
WA,WHITMAN,Property Crime,488.0,46.903322,-117.522962
NC,STANLY,Violent Crime,142.0,35.310523,-80.254355
WI,LINCOLN,Violent Crime,84.0,45.18147,-89.68462
IA,GREENE,Property Crime,45.0,42.01419,-94.37344
FL,VOLUSIA,Violent Crime,6.0,29.057698,-81.161804
OR,MULTNOMAH,Property Crime,24716.5,45.512268,-122.66071
VA,MATHEWS,Violent Crime,2.0,37.425348,-76.268808
MT,PONDERA,Property Crime,44.0,48.16906,-111.9472
MS,CHICKASAW,Violent Crime,2.0,33.920464,-89.023445
IL,CLAY,Property Crime,6.0,38.747312,-88.483789
TX,CARSON,Property Crime,37.0,35.405496,-101.355356
GA,WAYNE,Property Crime,418.0,31.614862,-81.89947
OK,WAGONER,Violent Crime,2184.0,35.959576,-95.375015
NC,CHEROKEE,Property Crime,624.0,35.087162,-84.03366
MN,WRIGHT,Property Crime,673.0,45.175091,-93.966396
IA,LOUISA,Property Crime,32.0,41.218211,-91.256994
KY,MONROE,Property Crime,18.0,36.700085,-85.692024
GA,JASPER,Violent Crime,39.0,33.318128,-83.689505
LA,POINTE COUPEE,Violent Crime,61.0,30.708319,-91.604621
OH,WILLIAMS,Violent Crime,24.0,41.564958,-84.584323
LA,UNION,Property Crime,379.0,32.829349,-92.37565
MO,MADISON,Violent Crime,16.0,37.56045,-90.29444
KS,COMANCHE,Property Crime,10.0,37.189071,-99.254089
LA,UNMAPPED COUNTY,Property Crime,0.0,30.544002,-91.093174
OH,BUTLER,Violent Crime,494.0,39.389874,-84.55557
GA,HALL,Violent Crime,522.0,34.317588,-83.818497
LA,CATAHOULA,Violent Crime,24.0,31.666517,-91.846703
AR,SALINE,Violent Crime,369.0,34.648525,-92.674463
MO,MISSISSIPPI,Property Crime,184.0,36.826264,-89.295929
TN,BRADLEY,Violent Crime,370.0,35.153914,-84.859414
FL,OKEECHOBEE,Property Crime,655.0,27.385592,-80.887388
TX,OLDHAM,Property Crime,9.0,35.401921,-102.59762
WI,DODGE,Violent Crime,146.5,43.40635,-88.70442
FL,PASCO,Property Crime,1395.0,28.280624,-82.70983
WY,CONVERSE,Property Crime,141.0,42.759663,-105.38123
TX,ROBERTSON,Property Crime,159.0,31.025481,-96.514941
VA,WAYNESBORO CITY,Property Crime,452.0,38.067157,-78.90142
TX,CROCKETT,Property Crime,31.0,30.717532,-101.404211
CA,PLUMAS,Violent Crime,114.0,39.934498,-120.91359
IA,FREMONT,Property Crime,59.0,40.743726,-95.599516
GA,LANIER,Property Crime,85.0,31.038197,-83.063164
AL,WINSTON,Violent Crime,30.0,34.155888,-87.364147
MS,RANKIN,Property Crime,399.0,32.262057,-89.946552
MI,BARAGA,Violent Crime,12.0,46.696068,-88.356022
AL,CRENSHAW,Property Crime,158.0,31.732826,-86.319222
IN,FRANKLIN,Violent Crime,12.5,39.409762,-85.066964
WI,RACINE,Violent Crime,455.0,42.700188,-87.89356
MO,LINN,Property Crime,60.5,39.78521,-92.8852
TX,WILSON,Property Crime,547.5,29.132193,-98.15976
AR,LINCOLN,Property Crime,153.0,33.957665,-91.727624
NE,YORK,Property Crime,132.0,40.873056,-97.596742
GA,CALHOUN,Violent Crime,7.0,31.521279,-84.62629
CA,MARIPOSA,Property Crime,272.0,37.570033,-119.91286
IA,WAYNE,Violent Crime,6.0,40.739983,-93.332613
MO,ST CHARLES,Property Crime,3157.5,38.781102,-90.674915
OK,GREER,Violent Crime,21.0,34.8735,-99.50441
NY,CHEMUNG,Property Crime,1318.0,42.091324,-76.80329
KY,GALLATIN,Violent Crime,8.0,38.760107,-84.862151
AR,MARION,Property Crime,224.0,36.266656,-92.678588
MN,GRANT,Property Crime,0.0,45.930743,-96.010699
CO,MOFFAT,Property Crime,140.0,40.573984,-108.204521
MN,LAKE OF THE WOODS,Violent Crime,0.0,48.709667,-94.585075
IN,MORGAN,Violent Crime,0.0,39.428463,-86.43792
GA,TALBOT,Violent Crime,28.5,32.704603,-84.530029
ID,BOISE,Property Crime,18.0,43.987275,-115.71511
AL,GENEVA,Violent Crime,0.5,31.092392,-85.821011
AL,LEE,Property Crime,3394.5,32.604064,-85.353048
WV,OHIO,Property Crime,439.0,40.064915,-80.720924
AK,MATANUSKA-SUSITNA,Property Crime,470.0,61.602676,-149.11183
SC,SALUDA,Violent Crime,64.5,34.005278,-81.727903
SD,MEADE,Violent Crime,79.5,44.60521,-102.714139
NY,ONTARIO,Property Crime,1359.0,42.889885,-77.27641
KY,LETCHER,Violent Crime,0.0,37.118503,-82.861175
NY,TIOGA,Violent Crime,48.0,42.178057,-76.297456
NC,HALIFAX,Violent Crime,236.0,36.251438,-77.644842
GA,WHEELER,Property Crime,43.0,32.14889,-82.78266
WI,OCONTO,Violent Crime,43.0,44.887234,-87.86587
WV,WIRT,Property Crime,13.0,39.282536,-81.549706
TN,CHESTER,Violent Crime,37.0,35.420253,-88.611353
OR,KLAMATH,Property Crime,1124.0,42.218136,-121.74752
MI,INGHAM,Violent Crime,1262.5,42.603534,-84.373811
TX,COLORADO,Violent Crime,32.0,29.595991,-96.508433
MS,COPIAH,Violent Crime,0.0,31.866915,-90.448758
TX,RAINS,Violent Crime,20.0,32.87058,-95.79544
MI,WEXFORD,Violent Crime,118.0,44.24953,-85.401596
KS,WASHINGTON,Violent Crime,4.0,39.776714,-97.095611
NE,NEMAHA,Property Crime,41.0,40.387448,-95.850954
MO,BUCHANAN,Property Crime,2824.0,39.76904,-94.85424
AL,TALLADEGA,Property Crime,1979.0,33.369277,-86.175805
MI,MACKINAC,Property Crime,161.0,45.868843,-84.72851
CO,SAN MIGUEL,Property Crime,72.0,38.009374,-108.427326
MO,DOUGLAS,Property Crime,66.0,36.946517,-92.515892
LA,BIENVILLE,Property Crime,111.0,32.340952,-93.041151
NY,SARATOGA,Violent Crime,289.0,43.017933,-73.872955
KS,GOVE,Violent Crime,7.5,38.917239,-100.48736
KS,RILEY,Property Crime,1142.0,39.291211,-96.727489
GA,JACKSON,Property Crime,663.5,34.134157,-83.565133
OK,STEPHENS,Violent Crime,138.0,34.503338,-97.961174
NC,WASHINGTON,Violent Crime,46.0,35.844589,-76.572334
IL,CHAMPAIGN,Property Crime,4177.0,39.96348,-88.34521
SC,FAIRFIELD,Violent Crime,151.0,33.99802,-81.033936
KY,GRAVES,Property Crime,313.0,36.723344,-88.649897
NE,LOUP,Violent Crime,0.0,41.897714,-99.509764
KY,GREENUP,Violent Crime,10.0,38.563596,-82.933832
ND,KIDDER,Violent Crime,3.0,46.935385,-99.742727
ID,FRANKLIN,Violent Crime,10.0,42.09629,-111.87855
NM,RIO ARRIBA,Violent Crime,0.0,36.509669,-106.693983
IL,MARSHALL,Property Crime,36.0,41.110764,-89.36613
CA,SANTA BARBARA,Property Crime,7638.0,34.946743,-120.42478
WV,PUTNAM,Property Crime,397.5,38.510513,-81.906109
KS,NESS,Property Crime,0.0,38.45391,-99.907166
KS,LEAVENWORTH,Violent Crime,333.5,39.314144,-94.91131
TX,CRANE,Violent Crime,5.0,31.397306,-102.35043
WA,MASON,Property Crime,928.0,47.354126,-123.17385
TX,HARDIN,Violent Crime,85.0,30.329612,-94.393149
SC,DARLINGTON,Violent Crime,624.0,34.332185,-79.962115
UT,WEBER,Property Crime,3752.0,41.17196,-112.02604
GA,BURKE,Violent Crime,60.0,33.050819,-82.011571
PA,MONTGOMERY,Property Crime,13947.0,40.16107,-75.40705
GA,GLYNN,Property Crime,1118.0,31.212746,-81.496517
OH,VAN WERT,Property Crime,416.5,40.85552,-84.585775
TX,CASS,Violent Crime,19.5,33.083698,-94.357579
OK,SEQUOYAH,Property Crime,658.0,35.502435,-94.750757
ME,OXFORD,Property Crime,629.0,44.54746,-70.54663
VA,BRISTOL CITY,Violent Crime,86.0,36.596535,-82.180374
TN,GRUNDY,Violent Crime,64.0,35.387273,-85.722188
TN,SULLIVAN,Property Crime,3571.5,36.510213,-82.299396
MO,HOWELL,Violent Crime,126.0,36.774369,-91.887368
KY,CLAY,Property Crime,93.0,37.164466,-83.710762
IN,BOONE,Violent Crime,71.0,39.94826,-86.27286
KS,GRAY,Violent Crime,5.0,37.744513,-100.451716
SD,HAMLIN,Violent Crime,9.0,44.680619,-97.178598
KS,JACKSON,Property Crime,99.0,39.459015,-95.747894
OK,JACKSON,Violent Crime,82.0,34.637867,-99.33524
WI,JUNEAU,Property Crime,223.5,43.739048,-90.27077
TN,MONTGOMERY,Violent Crime,968.0,36.500354,-87.380887
MO,HOLT,Violent Crime,10.0,40.095724,-95.219072
VA,CHARLOTTE,Violent Crime,14.0,37.052235,-78.63804
MO,BARTON,Property Crime,232.0,37.495087,-94.27903
UT,MORGAN,Violent Crime,4.0,41.091027,-111.577885
OK,NOBLE,Property Crime,123.0,36.286198,-97.290215
IL,LIVINGSTON,Violent Crime,95.5,40.746876,-88.51485
MI,OCEANA,Violent Crime,105.0,43.647255,-86.807575
AR,CARROLL,Violent Crime,93.0,36.337774,-93.541663
TX,WALLER,Violent Crime,194.0,30.013578,-95.982102
WV,GILMER,Violent Crime,10.0,38.34613,-81.63015
MN,BECKER,Violent Crime,55.0,46.817265,-95.84501
VA,NORFOLK CITY,Property Crime,8879.0,36.923015,-76.244641
FL,COLUMBIA,Property Crime,592.0,30.423128,-84.28066
WA,ASOTIN,Property Crime,452.0,46.181861,-117.227781
VA,SMYTH,Property Crime,289.0,36.842318,-81.539786
MT,CARTER,Property Crime,0.0,45.516825,-104.515324
ND,SLOPE,Property Crime,0.0,46.445834,-103.462462
PA,CRAWFORD,Property Crime,625.0,41.629498,-79.66508
MO,ATCHISON,Property Crime,15.0,40.410778,-95.514885
NC,CHEROKEE,Violent Crime,88.0,35.087162,-84.03366
MS,ISSAQUENA,Property Crime,0.0,32.754977,-90.988552
TX,MCCULLOCH,Property Crime,74.0,31.205477,-99.359856
GA,HOUSTON,Violent Crime,324.5,32.458381,-83.662856
MI,BARAGA,Property Crime,25.0,46.696068,-88.356022
MD,WASHINGTON,Violent Crime,553.0,39.603621,-77.814671
KY,SHELBY,Violent Crime,44.0,38.21079,-85.212906
VA,PRINCE WILLIAM,Property Crime,6655.0,38.701119,-77.479579
WV,LEWIS,Violent Crime,36.0,38.988877,-80.495477
SD,CUSTER,Violent Crime,15.0,43.684943,-103.46225
CO,PITKIN,Property Crime,299.0,39.217533,-106.915943
TX,CAMERON,Violent Crime,1540.0,26.07279,-97.47874
SD,STANLEY,Violent Crime,1.0,44.415547,-100.749163
MS,TISHOMINGO,Property Crime,152.0,34.81205,-88.1916
OK,BRYAN,Violent Crime,123.0,33.964004,-96.264137
NY,STEUBEN,Violent Crime,179.0,42.957077,-77.34294
MO,ATCHISON,Violent Crime,4.0,40.410778,-95.514885
ME,UNMAPPED COUNTY,Violent Crime,97.0,44.417012,-69.765764
OK,ATOKA,Violent Crime,39.0,34.392469,-96.036558
PA,MONROE,Violent Crime,255.0,40.9971,-75.17144
GA,MARION,Violent Crime,4.0,32.359538,-84.529561
MN,POLK,Violent Crime,52.0,47.774902,-96.61002
MS,GEORGE,Violent Crime,67.0,30.855431,-88.642268
NC,NORTHAMPTON,Violent Crime,97.0,36.421774,-77.398352
ND,DIVIDE,Property Crime,4.0,48.814709,-103.498076
OH,CARROLL,Violent Crime,15.0,40.572014,-81.08679
GA,CRAWFORD,Violent Crime,24.0,32.709428,-83.979187
MN,RENVILLE,Property Crime,91.0,44.77644,-94.9826
VA,MARTINSVILLE CITY,Violent Crime,55.0,36.683527,-79.863647
NC,EDGECOMBE,Violent Crime,387.0,35.917055,-77.602655
WI,WALWORTH,Violent Crime,75.0,42.619232,-88.48716
IA,IOWA,Violent Crime,29.0,41.683918,-92.059123
KS,FORD,Violent Crime,125.0,37.688365,-99.884734
GA,TERRELL,Violent Crime,14.0,31.777191,-84.439446
MT,SILVER BOW,Violent Crime,132.0,46.011528,-112.540474
TX,KAUFMAN,Violent Crime,787.0,32.598944,-96.288378
SD,CORSON,Violent Crime,7.0,45.69834,-101.176017
KY,CAMPBELL,Violent Crime,112.0,38.946981,-84.379583
CO,GILPIN,Violent Crime,9.0,39.861082,-105.528947
KS,HODGEMAN,Property Crime,7.0,38.087493,-99.898407
SC,CALHOUN,Property Crime,211.0,33.67478,-80.780347
ND,HETTINGER,Property Crime,9.0,46.434939,-102.458385
TX,WALKER,Property Crime,1147.0,30.742157,-95.53279
MO,GENTRY,Property Crime,0.0,40.248596,-94.33315
LA,FRANKLIN,Property Crime,226.0,32.138278,-91.672101
NC,WARREN,Violent Crime,94.0,36.398105,-78.099899
MT,MADISON,Property Crime,18.0,45.319288,-111.917328
MO,STONE,Property Crime,378.0,36.747857,-93.467782
TX,MARION,Property Crime,87.0,32.756817,-94.34427
MO,CARTER,Property Crime,13.0,36.944783,-90.945626
NE,BUFFALO,Property Crime,745.0,40.855226,-99.074983
MO,MARION,Property Crime,330.5,39.7857,-91.515366
IA,OSCEOLA,Violent Crime,5.0,43.4027,-95.74978
UT,KANE,Violent Crime,18.0,37.04944,-112.5285
NC,BERTIE,Violent Crime,79.0,36.06133,-76.962367
TN,WASHINGTON,Property Crime,1789.5,36.295665,-82.495037
IL,PIKE,Violent Crime,14.0,39.625106,-90.889034
NE,SAUNDERS,Violent Crime,10.0,41.223152,-96.640923
NE,LINCOLN,Violent Crime,48.0,41.050322,-100.744481
VA,BUCHANAN,Property Crime,216.0,37.26812,-82.038151
MN,NORMAN,Property Crime,8.0,47.297764,-96.51433
TX,CAMERON,Property Crime,8418.0,26.07279,-97.47874
VA,SURRY,Property Crime,39.0,37.119761,-76.880172
OH,NOBLE,Property Crime,50.0,39.74354,-81.5131
NY,ORANGE,Violent Crime,710.0,41.48338,-74.21824
IA,DES MOINES,Property Crime,975.0,40.81156,-91.10088
WA,WHATCOM,Violent Crime,539.0,48.75403,-122.4796
WI,LANGLADE,Property Crime,143.0,45.143913,-89.154175
TX,GAINES,Property Crime,137.0,32.743942,-102.631561
IL,EDGAR,Property Crime,139.0,39.804432,-87.679436
MT,GARFIELD,Property Crime,1.0,47.281174,-106.982212
WI,MARINETTE,Property Crime,247.0,45.346899,-87.991198
IL,HENRY,Property Crime,259.5,41.350021,-90.130838
MN,POPE,Violent Crime,13.0,45.65024,-95.387886
AL,LAMAR,Violent Crime,17.0,33.787085,-88.087431
MN,WATONWAN,Property Crime,66.0,43.978366,-94.614128
NC,JOHNSTON,Property Crime,2763.0,35.513398,-78.36731
SD,MINER,Violent Crime,2.0,44.021541,-97.608122
GA,MORGAN,Violent Crime,3.0,33.593732,-83.492324
OH,BELMONT,Property Crime,205.0,40.017682,-80.967727
WA,SKAMANIA,Property Crime,89.0,46.024782,-121.953227
KY,PIKE,Violent Crime,11.0,37.482067,-82.402869
MT,ROOSEVELT,Property Crime,61.0,48.282747,-104.99517
PA,JEFFERSON,Property Crime,193.0,41.130287,-78.999044
TX,JOHNSON,Violent Crime,447.0,32.40696,-97.21228
GA,MACON,Property Crime,17.0,32.366216,-84.052162
NE,GAGE,Property Crime,142.0,40.255234,-96.683453
AR,PERRY,Property Crime,133.0,34.946363,-92.926877
TX,BROWN,Violent Crime,144.0,31.727455,-99.001884
PA,SCHUYLKILL,Violent Crime,183.0,40.703682,-76.217788
KS,CHAUTAUQUA,Violent Crime,1.0,37.126965,-96.18684
GA,FULTON,Property Crime,20748.5,33.746944,-84.39647
MN,LE SUEUR,Violent Crime,10.5,44.373397,-93.73018
LA,ST JAMES,Violent Crime,67.0,30.02482,-90.793956
AL,ST CLAIR,Violent Crime,282.5,33.712963,-86.315663
NC,PITT,Violent Crime,784.5,35.591095,-77.372376
NC,HYDE,Property Crime,21.0,35.408157,-76.153687
WV,FAYETTE,Violent Crime,91.5,38.030933,-81.086051
SC,FLORENCE,Violent Crime,1189.0,34.19687,-79.7001
IL,DEKALB,Violent Crime,263.5,41.98908,-88.68437
NJ,BERGEN,Property Crime,10096.0,40.959648,-74.07486
GA,GREENE,Property Crime,125.0,33.573967,-83.17531
OK,KIOWA,Property Crime,65.0,34.921489,-98.981617
WI,IOWA,Property Crime,205.5,43.001021,-90.133691
KY,BRACKEN,Violent Crime,3.0,38.677557,-84.10468
MT,BLAINE,Violent Crime,6.0,48.428282,-108.967648
VA,GALAX CITY,Violent Crime,23.0,36.66564,-80.914308
MS,NESHOBA,Property Crime,311.5,32.77168,-89.10833
VA,NORFOLK CITY,Violent Crime,1246.0,36.923015,-76.244641
SC,YORK,Violent Crime,797.0,35.033,-81.03521
TX,COCHRAN,Violent Crime,5.0,33.7252,-102.75924
MI,WAYNE,Violent Crime,17219.5,42.233692,-83.495445
IN,HOWARD,Property Crime,1060.0,40.486435,-86.12997
MO,RIPLEY,Violent Crime,8.0,36.617596,-90.82849
TX,MONTGOMERY,Property Crime,60601.5,30.157148,-95.43804
WY,NIOBRARA,Property Crime,21.0,43.062159,-104.468373
UT,DAGGETT,Violent Crime,0.0,40.890099,-109.505785
NC,MACON,Property Crime,483.5,35.152959,-83.421901
UT,IRON,Violent Crime,127.0,37.882727,-113.290059
TX,ANDERSON,Violent Crime,87.5,31.765324,-95.61932
IN,RUSH,Property Crime,0.0,39.623795,-85.447815
MT,FERGUS,Violent Crime,40.0,47.064312,-109.42455
TN,GIBSON,Property Crime,480.0,35.991679,-88.933822
PA,WASHINGTON,Property Crime,1544.0,40.200005,-80.252132
TN,HARDIN,Violent Crime,139.5,35.201893,-88.185696
MO,MISSISSIPPI,Violent Crime,47.0,36.826264,-89.295929
GA,COFFEE,Property Crime,380.0,31.549245,-82.844938
TN,LAKE,Violent Crime,27.0,36.264492,-89.48746
NC,MCDOWELL,Violent Crime,66.0,35.682232,-82.048029
ID,VALLEY,Violent Crime,47.0,44.771531,-115.637875
IA,DELAWARE,Property Crime,156.0,42.473002,-91.359438
OK,COMANCHE,Violent Crime,736.0,34.608852,-98.43301
TX,JONES,Violent Crime,304.0,32.743709,-99.87443
AL,BLOUNT,Violent Crime,141.0,33.885117,-86.41327
NE,GARFIELD,Violent Crime,0.0,41.905571,-98.922998
ID,BOISE,Violent Crime,20.0,43.987275,-115.71511
TX,SAN JACINTO,Property Crime,173.0,30.574388,-95.163137
AK,NOME,Violent Crime,55.0,64.783686,-164.188912
AR,HOT SPRING,Violent Crime,72.0,34.356274,-92.80937
IL,HAMILTON,Violent Crime,10.0,38.092876,-88.53666
MN,RAMSEY,Violent Crime,2403.5,45.01525,-93.100141
TX,ARANSAS,Property Crime,460.5,28.025465,-97.054306
GA,TWIGGS,Property Crime,63.0,32.68013,-83.333824
PA,LYCOMING,Violent Crime,180.0,41.235615,-76.72198
SC,BEAUFORT,Violent Crime,687.5,32.358147,-80.68932
NE,DODGE,Property Crime,231.0,41.577008,-96.645853
IN,HANCOCK,Property Crime,576.5,39.784073,-85.76923
SD,STANLEY,Property Crime,5.0,44.415547,-100.749163
NV,STOREY,Violent Crime,8.0,39.438385,-119.524646
UT,RICH,Property Crime,4.0,41.627598,-111.240227
FL,BAY,Violent Crime,644.0,30.20508,-85.68739
KY,ESTILL,Property Crime,38.0,37.685017,-83.95427
AR,CROSS,Violent Crime,73.0,35.223675,-90.78702
NC,TYRRELL,Property Crime,47.0,35.87042,-76.165345
AL,HOUSTON,Property Crime,1715.0,31.158193,-85.296398
CA,SAN LUIS OBISPO,Violent Crime,1389.0,35.385227,-120.447541
TN,KNOX,Violent Crime,2200.0,35.992726,-83.937721
KY,MADISON,Property Crime,1312.0,37.723528,-84.277008
PA,FRANKLIN,Property Crime,1351.0,39.935287,-77.65959
NE,LANCASTER,Violent Crime,1140.0,40.783547,-96.688658
MI,MARQUETTE,Violent Crime,175.0,46.49176,-87.35481
WI,SAWYER,Property Crime,193.0,45.864913,-91.14713
TX,WARD,Violent Crime,51.0,31.592508,-102.88987
TN,HOUSTON,Violent Crime,20.0,36.285784,-87.705599
KY,BOYLE,Property Crime,293.5,37.645885,-84.77323
VA,MADISON,Property Crime,80.0,38.412059,-78.276961
AR,DALLAS,Property Crime,98.0,33.967823,-92.653999
AL,HALE,Property Crime,0.0,32.7041,-87.59217
FL,HOLMES,Violent Crime,0.0,30.24214,-85.57792
TX,NUECES,Property Crime,10935.5,27.738129,-97.518441
TX,FORT BEND,Violent Crime,14092.0,29.526602,-95.771015
VA,KING GEORGE,Property Crime,226.0,38.266056,-77.179695
MN,ANOKA,Property Crime,4940.5,45.172855,-93.30436
ME,WASHINGTON,Property Crime,172.0,44.967009,-67.609354
CA,MONO,Violent Crime,56.0,37.915836,-118.875167
IA,WASHINGTON,Violent Crime,54.0,41.329401,-91.725052
MO,DUNKLIN,Property Crime,566.0,36.153025,-90.062254
NM,COLFAX,Violent Crime,22.0,36.90456,-104.43978
KY,DAVIESS,Property Crime,2322.0,37.731671,-87.087139
MN,RAMSEY,Property Crime,14765.5,45.01525,-93.100141
OR,LAKE,Property Crime,5.0,42.788401,-120.38979
MI,WASHTENAW,Violent Crime,1495.0,42.256195,-83.68076
NC,CALDWELL,Violent Crime,224.0,35.893574,-81.571625
NY,HERKIMER,Violent Crime,157.0,43.02696,-74.98698
GA,JOHNSON,Violent Crime,0.0,32.72852,-82.731895
NE,PHELPS,Property Crime,8.0,40.516365,-99.406557
GA,FAYETTE,Property Crime,1331.0,33.478733,-84.594215
TX,CLAY,Violent Crime,281.5,33.81556,-98.19413
TX,LUBBOCK,Property Crime,9290.5,33.438923,-101.64312
TX,LAVACA,Property Crime,96.5,29.382578,-96.923633
GA,MONTGOMERY,Violent Crime,60.5,32.172108,-82.533349
GA,CHATTOOGA,Property Crime,292.0,34.474178,-85.345289
PA,BEDFORD,Property Crime,349.0,39.99862,-78.494751
VA,FRANKLIN CITY,Property Crime,340.0,36.662148,-76.91937
KY,MORGAN,Property Crime,58.0,37.92294,-83.258944
TX,COOKE,Property Crime,398.0,33.641155,-97.14656
MT,CUSTER,Violent Crime,15.0,46.407646,-105.84556
IA,DALLAS,Property Crime,1573.5,41.685321,-94.040707
AL,MORGAN,Violent Crime,185.0,34.454484,-86.846402
CA,SIERRA,Violent Crime,6.0,39.576925,-120.521993
OR,GILLIAM,Violent Crime,1.0,44.098328,-121.306526
GA,PIKE,Property Crime,113.0,33.090768,-84.386627
AZ,YUMA,Property Crime,2510.0,32.773942,-113.910905
CO,MONTROSE,Property Crime,602.0,38.489193,-107.889206
TX,GARZA,Property Crime,23.0,33.198063,-101.382416
TX,SAN SABA,Violent Crime,4.0,31.195728,-98.714645
AL,MONTGOMERY,Property Crime,1509.0,32.20365,-86.203831
LA,ORLEANS,Property Crime,18657.0,30.030651,-90.06331
KY,LYON,Violent Crime,9.0,37.023976,-88.083391
MN,REDWOOD,Violent Crime,29.0,44.403536,-95.254241
SD,HAND,Property Crime,4.0,44.546713,-99.004575
KS,NEOSHO,Property Crime,316.0,37.564283,-95.315683
NM,UNION,Property Crime,4.0,36.488085,-103.475723
CO,ARCHULETA,Property Crime,79.0,37.202395,-107.050863
IA,AUDUBON,Property Crime,20.0,41.7217,-94.93159
KY,BALLARD,Property Crime,65.0,37.05112,-89.009178
KS,LABETTE,Violent Crime,102.0,37.191468,-95.297473
OK,BEAVER,Property Crime,27.0,36.748334,-100.483056
SC,SPARTANBURG,Violent Crime,2041.5,34.933239,-81.991053
IA,CHICKASAW,Violent Crime,17.0,43.059086,-92.314095
VA,WISE,Violent Crime,81.0,36.974561,-82.62156
VA,KING AND QUEEN,Property Crime,41.0,37.71437,-76.901863
IL,LIVINGSTON,Property Crime,276.5,40.746876,-88.51485
AR,PIKE,Violent Crime,10.5,34.158191,-93.658659
AK,SITKA,Property Crime,73.0,57.052124,-135.33418
MN,WINONA,Violent Crime,65.5,43.982268,-91.776708
MI,MENOMINEE,Violent Crime,36.0,45.107777,-87.61249
SD,PERKINS,Violent Crime,3.0,45.483387,-102.467995
NE,GARDEN,Property Crime,0.0,41.659381,-102.328229
KY,ROCKCASTLE,Property Crime,37.0,37.36105,-84.314368
ID,ADAMS,Property Crime,37.0,44.884583,-116.431873
SD,DEUEL,Violent Crime,6.0,44.75629,-96.690239
TX,LIVE OAK,Property Crime,90.0,28.351535,-98.126961
OR,KLAMATH,Violent Crime,308.0,42.218136,-121.74752
KY,ROWAN,Property Crime,210.0,38.180748,-83.43604
WI,TREMPEALEAU,Property Crime,62.0,44.366333,-91.32022
TX,CHILDRESS,Violent Crime,11.0,34.529337,-100.208336
PA,BEAVER,Violent Crime,312.0,40.781433,-80.39576
MO,CASS,Violent Crime,4087.0,38.647159,-94.354242
TN,VAN BUREN,Violent Crime,9.0,35.699245,-85.458411
NV,WHITE PINE,Property Crime,80.0,39.418233,-114.900612
KS,CLARK,Violent Crime,11.0,37.233831,-99.813869
MO,LAWRENCE,Violent Crime,80.0,37.106135,-93.833262
VA,ARLINGTON,Violent Crime,674.0,38.889954,-77.08372
MS,QUITMAN,Violent Crime,0.0,34.252833,-90.290171
KS,JEFFERSON,Violent Crime,36.0,39.239644,-95.375314
WA,GRAYS HARBOR,Property Crime,1210.0,46.97577,-123.81747
MA,WORCESTER,Violent Crime,2862.0,42.44873,-71.87751
SD,WALWORTH,Violent Crime,1.0,45.427605,-100.027856
OH,AUGLAIZE,Violent Crime,9.0,40.49437,-84.31665
WY,PLATTE,Violent Crime,0.0,42.053413,-104.95379
GA,CANDLER,Property Crime,164.0,32.403997,-82.07131
WV,PENDLETON,Violent Crime,6.0,38.34613,-81.63015
MO,LINN,Violent Crime,14.0,39.78521,-92.8852
KY,PULASKI,Property Crime,559.0,37.108312,-84.579986
AL,WASHINGTON,Violent Crime,39.0,31.405217,-88.197564
NH,ROCKINGHAM,Violent Crime,244.0,42.988842,-71.098746
ND,WELLS,Property Crime,13.0,47.580851,-99.671502
MN,LAKE,Violent Crime,7.0,47.021786,-91.67129
MO,JOHNSON,Violent Crime,117.0,38.582184,-93.69738
OH,CLERMONT,Property Crime,1796.5,39.052084,-84.149614
MN,NOBLES,Violent Crime,61.0,43.677686,-95.763132
CO,TELLER,Property Crime,121.0,38.871994,-105.182552
KY,JOHNSON,Violent Crime,8.0,37.84926,-82.830639
AR,SHARP,Violent Crime,14.5,36.259796,-91.54158
KS,BOURBON,Property Crime,263.0,37.8561,-94.850928
WV,JACKSON,Property Crime,104.0,38.834234,-81.677717
KS,CHAUTAUQUA,Property Crime,17.0,37.126965,-96.18684
CT,NORTHEASTERN CONNECTICUT PLANNING REGION,Violent Crime,18.0,41.9213,-71.91015
TX,SAN AUGUSTINE,Property Crime,48.0,31.382449,-94.16318
NC,BURKE,Violent Crime,363.0,35.746182,-81.70618
WI,LAFAYETTE,Property Crime,63.0,42.655578,-90.130292
MI,ROSCOMMON,Property Crime,142.0,44.339517,-84.611271
MI,UNMAPPED COUNTY,Violent Crime,0.0,42.603534,-84.373811
FL,JACKSON,Property Crime,45.0,30.789124,-85.208764
OK,OKFUSKEE,Property Crime,382.5,35.466804,-96.327762
MN,KANABEC,Property Crime,158.0,45.94776,-93.297788
NY,DELAWARE,Property Crime,323.0,42.193986,-74.966728
PA,CENTRE,Violent Crime,202.0,40.898014,-77.75188
KS,GRANT,Violent Crime,12.0,37.579674,-101.35648
SD,BON HOMME,Violent Crime,5.0,42.986031,-97.885613
MN,LAKE,Property Crime,31.0,47.021786,-91.67129
MS,KEMPER,Property Crime,57.0,32.750136,-88.625631
VA,TAZEWELL,Violent Crime,98.0,37.125395,-81.562924
OH,JEFFERSON,Violent Crime,105.0,40.268696,-80.622604
IA,BENTON,Property Crime,149.0,42.16869,-92.02407
