name,total_population,poverty_universe,poverty_below,poverty_rate,county,state_name,state_abbr
"Turner County, South Dakota",8772,8548,728,0.08516612072999533,TURNER,South Dakota,SD
"Union County, South Dakota",16916,16707,1218,0.07290357335248698,UNION,South Dakota,SD
"Walworth County, South Dakota",5298,5177,791,0.15279119180992853,WALWORTH,South Dakota,SD
"Yankton County, South Dakota",23379,21754,2037,0.09363795164107751,YANKTON,South Dakota,SD
"Ziebach County, South Dakota",2410,2410,921,0.3821576763485477,ZIEBACH,South Dakota,SD
"Anderson County, Tennessee",78175,76591,11370,0.14845086237286365,ANDERSON,Tennessee,TN
"Bedford County, Tennessee",51291,50449,6862,0.13601855339055283,BEDFORD,Tennessee,TN
"Benton County, Tennessee",15948,15800,2920,0.1848101265822785,BENTON,Tennessee,TN
"Bledsoe County, Tennessee",14905,13723,3427,0.24972673613641333,BLEDSOE,Tennessee,TN
"Blount County, Tennessee",137747,135649,12046,0.08880271878156124,BLOUNT,Tennessee,TN
"Bradley County, Tennessee",109743,106607,13994,0.1312671775774574,BRADLEY,Tennessee,TN
"Campbell County, Tennessee",39568,38851,7447,0.19168103781112455,CAMPBELL,Tennessee,TN
"Cannon County, Tennessee",14661,14514,2397,0.16515088879702355,CANNON,Tennessee,TN
"Carroll County, Tennessee",28461,27423,4508,0.16438755788936293,CARROLL,Tennessee,TN
"Carter County, Tennessee",56462,54832,9851,0.17965786402100964,CARTER,Tennessee,TN
"Cheatham County, Tennessee",41500,41039,3330,0.08114232802943541,CHEATHAM,Tennessee,TN
"Chester County, Tennessee",17452,16148,2517,0.15587069606143175,CHESTER,Tennessee,TN
"Claiborne County, Tennessee",32221,30805,5599,0.18175620840772602,CLAIBORNE,Tennessee,TN
"Clay County, Tennessee",7621,7541,1639,0.217345179684392,CLAY,Tennessee,TN
"Cocke County, Tennessee",36503,35870,7275,0.20281572344577642,COCKE,Tennessee,TN
"Coffee County, Tennessee",58940,58169,9391,0.16144338049476525,COFFEE,Tennessee,TN
"Crockett County, Tennessee",13937,13697,2028,0.1480616193327006,CROCKETT,Tennessee,TN
"Cumberland County, Tennessee",62529,61949,8307,0.13409417424010073,CUMBERLAND,Tennessee,TN
"Davidson County, Tennessee",709846,688554,95838,0.13918734042645892,DAVIDSON,Tennessee,TN
"Decatur County, Tennessee",11499,11304,2442,0.21602972399150744,DECATUR,Tennessee,TN
"DeKalb County, Tennessee",20551,20187,4323,0.2141477188289493,DEKALB,Tennessee,TN
"Dickson County, Tennessee",55197,54305,5375,0.09897799465979192,DICKSON,Tennessee,TN
"Dyer County, Tennessee",36681,36093,6454,0.17881583686587427,DYER,Tennessee,TN
"Fayette County, Tennessee",42653,42169,4564,0.10823116507386943,FAYETTE,Tennessee,TN
"Fentress County, Tennessee",18948,18495,3873,0.20940794809407948,FENTRESS,Tennessee,TN
"Franklin County, Tennessee",43478,41145,5230,0.1271114351683072,FRANKLIN,Tennessee,TN
"Gibson County, Tennessee",50610,49540,6644,0.1341138473960436,GIBSON,Tennessee,TN
"Giles County, Tennessee",30442,29593,4232,0.14300679214679146,GILES,Tennessee,TN
"Grainger County, Tennessee",23929,23745,3884,0.16357127816382397,GRAINGER,Tennessee,TN
"Greene County, Tennessee",70919,68904,10458,0.15177638453500522,GREENE,Tennessee,TN
"Grundy County, Tennessee",13665,13394,2569,0.19180229953710617,GRUNDY,Tennessee,TN
"Hamblen County, Tennessee",64930,63886,10970,0.171712112199856,HAMBLEN,Tennessee,TN
"Hamilton County, Tennessee",370913,361793,45380,0.1254308402871255,HAMILTON,Tennessee,TN
"Hancock County, Tennessee",6790,6600,2078,0.3148484848484848,HANCOCK,Tennessee,TN
"Hardeman County, Tennessee",25477,21871,3789,0.17324310731105116,HARDEMAN,Tennessee,TN
"Hardin County, Tennessee",26939,26479,5508,0.20801389780580837,HARDIN,Tennessee,TN
"Hawkins County, Tennessee",57446,56761,9725,0.17133242895650183,HAWKINS,Tennessee,TN
"Haywood County, Tennessee",17672,17413,3968,0.2278757250330213,HAYWOOD,Tennessee,TN
"Henderson County, Tennessee",27906,27409,4616,0.16841183552847605,HENDERSON,Tennessee,TN
"Henry County, Tennessee",32345,31815,5824,0.18305830583058305,HENRY,Tennessee,TN
"Hickman County, Tennessee",25229,23633,3330,0.1409046672026404,HICKMAN,Tennessee,TN
"Houston County, Tennessee",8293,8039,1106,0.13757930090807313,HOUSTON,Tennessee,TN
"Humphreys County, Tennessee",19074,18576,2548,0.1371662360034453,HUMPHREYS,Tennessee,TN
"Jackson County, Tennessee",11882,11677,2412,0.20655990408495334,JACKSON,Tennessee,TN
"Jefferson County, Tennessee",55835,54087,6229,0.11516630613640985,JEFFERSON,Tennessee,TN
"Johnson County, Tennessee",18073,16217,3583,0.2209409878522538,JOHNSON,Tennessee,TN
"Knox County, Tennessee",487401,474848,58146,0.1224518161601186,KNOX,Tennessee,TN
"Lake County, Tennessee",6691,4494,1453,0.32331998219848684,LAKE,Tennessee,TN
"Lauderdale County, Tennessee",24933,22728,4252,0.18708201337557198,LAUDERDALE,Tennessee,TN
"Lawrence County, Tennessee",44901,44233,6748,0.15255578414306062,LAWRENCE,Tennessee,TN
"Lewis County, Tennessee",12784,12508,1986,0.1587783818356252,LEWIS,Tennessee,TN
"Lincoln County, Tennessee",35617,35088,4359,0.12423050615595076,LINCOLN,Tennessee,TN
"Loudon County, Tennessee",56996,56649,7159,0.12637469328673057,LOUDON,Tennessee,TN
"McMinn County, Tennessee",54135,52684,7011,0.13307645584997344,MCMINN,Tennessee,TN
"McNairy County, Tennessee",25933,25502,4114,0.16132068073092307,MCNAIRY,Tennessee,TN
"Macon County, Tennessee",25793,25469,3871,0.1519886921355373,MACON,Tennessee,TN
"Madison County, Tennessee",98845,94908,17648,0.18594849749230835,MADISON,Tennessee,TN
"Marion County, Tennessee",29010,28686,4854,0.1692114620372307,MARION,Tennessee,TN
"Marshall County, Tennessee",35276,34737,4943,0.14229783804013013,MARSHALL,Tennessee,TN
"Maury County, Tennessee",104855,103504,10294,0.09945509352295563,MAURY,Tennessee,TN
"Meigs County, Tennessee",13076,12963,1853,0.14294530587055465,MEIGS,Tennessee,TN
"Monroe County, Tennessee",47054,45831,7366,0.16072090942811634,MONROE,Tennessee,TN
"Montgomery County, Tennessee",227957,222900,25939,0.1163705697622252,MONTGOMERY,Tennessee,TN
"Moore County, Tennessee",6611,6502,732,0.11258074438634266,MOORE,Tennessee,TN
"Morgan County, Tennessee",21193,18827,3544,0.188240293195942,MORGAN,Tennessee,TN
"Obion County, Tennessee",30570,30129,5121,0.16996913272926417,OBION,Tennessee,TN
"Overton County, Tennessee",22807,22427,4048,0.18049672270031658,OVERTON,Tennessee,TN
"Perry County, Tennessee",8561,8364,1483,0.17730750836920134,PERRY,Tennessee,TN
"Pickett County, Tennessee",5062,5002,1292,0.258296681327469,PICKETT,Tennessee,TN
"Polk County, Tennessee",17702,17343,2314,0.1334255895750447,POLK,Tennessee,TN
"Putnam County, Tennessee",81366,77737,13172,0.16944312232270348,PUTNAM,Tennessee,TN
"Rhea County, Tennessee",33299,32574,4998,0.15343525511143857,RHEA,Tennessee,TN
"Roane County, Tennessee",54403,53872,6854,0.12722750222750223,ROANE,Tennessee,TN
"Robertson County, Tennessee",74291,73492,7503,0.10209274478854842,ROBERTSON,Tennessee,TN
"Rutherford County, Tennessee",351591,346097,31796,0.09187019823922195,RUTHERFORD,Tennessee,TN
"Scott County, Tennessee",21969,21445,5338,0.24891583119608301,SCOTT,Tennessee,TN
"Sequatchie County, Tennessee",16409,16162,3812,0.23586189827991585,SEQUATCHIE,Tennessee,TN
"Sevier County, Tennessee",98802,97382,13285,0.13642151526976237,SEVIER,Tennessee,TN
"Shelby County, Tennessee",922195,905705,158883,0.17542466918036226,SHELBY,Tennessee,TN
"Smith County, Tennessee",20196,20017,2656,0.13268721586651347,SMITH,Tennessee,TN
"Stewart County, Tennessee",13859,13735,1648,0.11998543866035676,STEWART,Tennessee,TN
"Sullivan County, Tennessee",159693,157530,23495,0.14914619437567447,SULLIVAN,Tennessee,TN
"Sumner County, Tennessee",200553,198466,17768,0.08952666955549062,SUMNER,Tennessee,TN
"Tipton County, Tennessee",61339,60557,7004,0.11565962646762554,TIPTON,Tennessee,TN
"Trousdale County, Tennessee",11805,9220,953,0.10336225596529285,TROUSDALE,Tennessee,TN
"Unicoi County, Tennessee",17779,17311,2461,0.14216394200219515,UNICOI,Tennessee,TN
"Union County, Tennessee",20141,19891,2773,0.13940978331908904,UNION,Tennessee,TN
"Van Buren County, Tennessee",6293,6087,843,0.1384918679152292,VAN BUREN,Tennessee,TN
"Warren County, Tennessee",41587,40975,6286,0.1534106162294082,WARREN,Tennessee,TN
"Washington County, Tennessee",134693,130206,20590,0.158134033761885,WASHINGTON,Tennessee,TN
"Wayne County, Tennessee",16251,14395,2669,0.18541160125043418,WAYNE,Tennessee,TN
"Weakley County, Tennessee",32959,30793,5945,0.19306335855551587,WEAKLEY,Tennessee,TN
"White County, Tennessee",27764,27377,4038,0.14749607334623954,WHITE,Tennessee,TN
"Williamson County, Tennessee",254609,253281,11423,0.04510010620615048,WILLIAMSON,Tennessee,TN
"Wilson County, Tennessee",153587,151317,11509,0.07605886978991125,WILSON,Tennessee,TN
"Anderson County, Texas",57825,46763,7975,0.1705408121805701,ANDERSON,Texas,TX
"Andrews County, Texas",18518,18380,2613,0.14216539717083787,ANDREWS,Texas,TX
"Angelina County, Texas",86791,84259,13707,0.16267698406104986,ANGELINA,Texas,TX
"Aransas County, Texas",24449,24153,4513,0.18685049476255539,ARANSAS,Texas,TX
"Archer County, Texas",8734,8663,1015,0.11716495440378621,ARCHER,Texas,TX
"Armstrong County, Texas",1883,1829,106,0.057955166757791145,ARMSTRONG,Texas,TX
"Atascosa County, Texas",50058,49117,7924,0.1613290714009406,ATASCOSA,Texas,TX
"Austin County, Texas",30712,30396,4408,0.1450190814580866,AUSTIN,Texas,TX
"Bailey County, Texas",7044,6823,927,0.13586398944745712,BAILEY,Texas,TX
"Bandera County, Texas",21589,21229,3423,0.16124169767770502,BANDERA,Texas,TX
"Bastrop County, Texas",102370,99311,12335,0.12420577780910473,BASTROP,Texas,TX
"Baylor County, Texas",3464,3391,705,0.20790327337068712,BAYLOR,Texas,TX
"Bee County, Texas",31000,23798,4039,0.16972014454996218,BEE,Texas,TX
"Bell County, Texas",379811,368739,53935,0.1462687700514456,BELL,Texas,TX
"Bexar County, Texas",2037344,2000257,294002,0.1469821127985054,BEXAR,Texas,TX
"Blanco County, Texas",12008,11872,1031,0.08684299191374663,BLANCO,Texas,TX
"Borden County, Texas",723,723,35,0.048409405255878286,BORDEN,Texas,TX
"Bosque County, Texas",18546,18211,1657,0.09098896271484268,BOSQUE,Texas,TX
"Bowie County, Texas",92321,86636,14112,0.16288840666697446,BOWIE,Texas,TX
"Brazoria County, Texas",381650,368510,27057,0.07342270223331795,BRAZORIA,Texas,TX
"Brazos County, Texas",237980,220120,52536,0.23866981646374705,BRAZOS,Texas,TX
"Brewster County, Texas",9464,9121,767,0.08409165661659905,BREWSTER,Texas,TX
"Briscoe County, Texas",1223,1220,187,0.15327868852459017,BRISCOE,Texas,TX
"Brooks County, Texas",6987,6561,2011,0.3065081542447798,BROOKS,Texas,TX
"Brown County, Texas",38294,36466,5294,0.14517632863489277,BROWN,Texas,TX
"Burleson County, Texas",18327,18136,2290,0.12626819585355095,BURLESON,Texas,TX
"Burnet County, Texas",51064,49908,3988,0.07990702893323716,BURNET,Texas,TX
"Caldwell County, Texas",47184,45008,6238,0.13859758265197297,CALDWELL,Texas,TX
"Calhoun County, Texas",19921,19659,1717,0.08733913220407956,CALHOUN,Texas,TX
"Callahan County, Texas",14017,13844,1394,0.10069344120196475,CALLAHAN,Texas,TX
"Cameron County, Texas",423192,420046,102583,0.24421849035581816,CAMERON,Texas,TX
"Camp County, Texas",12652,12588,2826,0.22449952335557674,CAMP,Texas,TX
"Carson County, Texas",5802,5728,415,0.07245111731843576,CARSON,Texas,TX
"Cass County, Texas",28582,28168,4863,0.17264271513774496,CASS,Texas,TX
"Castro County, Texas",7328,7239,1010,0.13952203343003178,CASTRO,Texas,TX
"Chambers County, Texas",49178,48801,6381,0.13075551730497326,CHAMBERS,Texas,TX
"Cherokee County, Texas",51143,47872,8578,0.1791861631016043,CHEROKEE,Texas,TX
"Childress County, Texas",6772,5382,525,0.09754738015607581,CHILDRESS,Texas,TX
"Clay County, Texas",10402,10282,1072,0.10425987162030734,CLAY,Texas,TX
"Cochran County, Texas",2520,2440,667,0.2733606557377049,COCHRAN,Texas,TX
"Coke County, Texas",3315,3176,449,0.1413727959697733,COKE,Texas,TX
"Coleman County, Texas",7765,7668,1154,0.15049556598852373,COLEMAN,Texas,TX
"Collin County, Texas",1116601,1108278,69846,0.06302209373460449,COLLIN,Texas,TX
"Collingsworth County, Texas",2733,2667,698,0.2617172853393326,COLLINGSWORTH,Texas,TX
"Colorado County, Texas",20736,20044,2140,0.10676511674316504,COLORADO,Texas,TX
"Comal County, Texas",174552,173088,11144,0.06438343501571454,COMAL,Texas,TX
"Comanche County, Texas",13786,13583,1919,0.14127954060222336,COMANCHE,Texas,TX
"Concho County, Texas",3301,2426,323,0.13314097279472384,CONCHO,Texas,TX
"Cooke County, Texas",42473,41747,5872,0.14065681366325725,COOKE,Texas,TX
"Coryell County, Texas",83772,67369,6650,0.09871008921017085,CORYELL,Texas,TX
"Cottle County, Texas",1302,1297,296,0.228218966846569,COTTLE,Texas,TX
"Crane County, Texas",4623,4487,368,0.08201470915979496,CRANE,Texas,TX
"Crockett County, Texas",2881,2825,92,0.03256637168141593,CROCKETT,Texas,TX
"Crosby County, Texas",5072,4967,1097,0.22085766055969397,CROSBY,Texas,TX
"Culberson County, Texas",2181,2165,383,0.176905311778291,CULBERSON,Texas,TX
"Dallam County, Texas",7180,6932,692,0.0998268897864974,DALLAM,Texas,TX
"Dallas County, Texas",2603816,2573491,359950,0.13986837334966393,DALLAS,Texas,TX
"Dawson County, Texas",12311,10536,1863,0.17682232346241458,DAWSON,Texas,TX
"Deaf Smith County, Texas",18487,18220,2883,0.15823271130625685,DEAF SMITH,Texas,TX
"Delta County, Texas",5345,5289,740,0.13991302703724712,DELTA,Texas,TX
"Denton County, Texas",945644,933732,65649,0.07030818264769763,DENTON,Texas,TX
"DeWitt County, Texas",19853,17985,2855,0.15874339727550738,DEWITT,Texas,TX
"Dickens County, Texas",1641,1579,229,0.14502849905003168,DICKENS,Texas,TX
"Dimmit County, Texas",8507,8382,3758,0.448341684562157,DIMMIT,Texas,TX
"Donley County, Texas",3276,2901,241,0.08307480179248534,DONLEY,Texas,TX
"Duval County, Texas",9824,9172,2663,0.2903401657217619,DUVAL,Texas,TX
"Eastland County, Texas",17846,16963,2485,0.1464953133290102,EASTLAND,Texas,TX
"Ector County, Texas",163206,161243,24626,0.15272600981127862,ECTOR,Texas,TX
"Edwards County, Texas",1392,1356,343,0.2529498525073746,EDWARDS,Texas,TX
"Ellis County, Texas",203927,201642,16372,0.08119340216819909,ELLIS,Texas,TX
"El Paso County, Texas",866275,852466,160998,0.1888614912500909,EL PASO,Texas,TX
"Erath County, Texas",43244,40389,6435,0.15932555893931516,ERATH,Texas,TX
"Falls County, Texas",17063,15097,2198,0.145591839438299,FALLS,Texas,TX
"Fannin County, Texas",36525,33476,4753,0.14198231568885172,FANNIN,Texas,TX
"Fayette County, Texas",24783,24359,2151,0.08830411757461308,FAYETTE,Texas,TX
"Fisher County, Texas",3661,3620,374,0.10331491712707182,FISHER,Texas,TX
"Floyd County, Texas",5294,5230,947,0.18107074569789675,FLOYD,Texas,TX
"Foard County, Texas",1079,1026,214,0.20857699805068225,FOARD,Texas,TX
"Fort Bend County, Texas",859721,852990,61205,0.07175347893879178,FORT BEND,Texas,TX
"Franklin County, Texas",10522,10419,1153,0.1106632114406373,FRANKLIN,Texas,TX
"Freestone County, Texas",19813,18386,2631,0.143098009354944,FREESTONE,Texas,TX
"Frio County, Texas",18019,14491,2835,0.1956386722793458,FRIO,Texas,TX
"Gaines County, Texas",21904,21743,1603,0.073724876971899,GAINES,Texas,TX
"Galveston County, Texas",354721,348957,38925,0.11154669486498336,GALVESTON,Texas,TX
"Garza County, Texas",5435,4057,569,0.1402514173034262,GARZA,Texas,TX
"Gillespie County, Texas",27202,26866,2549,0.0948782848209633,GILLESPIE,Texas,TX
"Glasscock County, Texas",1070,1070,91,0.08504672897196262,GLASSCOCK,Texas,TX
"Goliad County, Texas",7096,7001,645,0.09212969575774889,GOLIAD,Texas,TX
"Gonzales County, Texas",19764,19467,2828,0.14527148507731033,GONZALES,Texas,TX
"Gray County, Texas",21131,19414,3162,0.1628721541155867,GRAY,Texas,TX
"Grayson County, Texas",139988,137271,15280,0.11131265890100604,GRAYSON,Texas,TX
"Gregg County, Texas",124860,120988,20595,0.1702234932389989,GREGG,Texas,TX
"Grimes County, Texas",30385,26739,3563,0.13325105650921876,GRIMES,Texas,TX
"Guadalupe County, Texas",178368,176246,15510,0.08800199720844729,GUADALUPE,Texas,TX
"Hale County, Texas",32247,30231,5731,0.18957361648638815,HALE,Texas,TX
"Hall County, Texas",2827,2778,455,0.16378689704823615,HALL,Texas,TX
"Hamilton County, Texas",8320,8101,1489,0.1838044685841254,HAMILTON,Texas,TX
"Hansford County, Texas",5182,5109,396,0.07751027598355843,HANSFORD,Texas,TX
"Hardeman County, Texas",3529,3473,445,0.12813129858911604,HARDEMAN,Texas,TX
"Hardin County, Texas",57126,56462,6955,0.12318019198753144,HARDIN,Texas,TX
"Harris County, Texas",4758579,4708367,749481,0.15918066709753084,HARRIS,Texas,TX
"Harrison County, Texas",69584,67262,11691,0.17381285123844073,HARRISON,Texas,TX
"Hartley County, Texas",5307,3892,263,0.06757451181911614,HARTLEY,Texas,TX
"Haskell County, Texas",5390,5117,726,0.14188000781708032,HASKELL,Texas,TX
"Hays County, Texas",256429,248452,29858,0.1201761306006794,HAYS,Texas,TX
"Hemphill County, Texas",3311,3261,113,0.034651947255443113,HEMPHILL,Texas,TX
"Henderson County, Texas",83658,82249,11667,0.14184974893311772,HENDERSON,Texas,TX
"Hidalgo County, Texas",880921,872043,237121,0.27191434367341977,HIDALGO,Texas,TX
"Hill County, Texas",36664,35747,5085,0.1422496992754637,HILL,Texas,TX
"Hockley County, Texas",21455,20844,2628,0.12607944732297063,HOCKLEY,Texas,TX
"Hood County, Texas",64198,63358,5191,0.08193124782979261,HOOD,Texas,TX
"Hopkins County, Texas",37351,36750,4502,0.12250340136054422,HOPKINS,Texas,TX
"Houston County, Texas",22042,19283,3134,0.1625265778146554,HOUSTON,Texas,TX
"Howard County, Texas",33127,29500,4445,0.15067796610169493,HOWARD,Texas,TX
"Hudspeth County, Texas",3331,2619,497,0.18976708667430317,HUDSPETH,Texas,TX
"Hunt County, Texas",104917,101827,12640,0.12413210641578364,HUNT,Texas,TX
"Hutchinson County, Texas",20413,20194,2340,0.11587600277310092,HUTCHINSON,Texas,TX
"Irion County, Texas",1432,1432,107,0.07472067039106145,IRION,Texas,TX
"Jack County, Texas",8623,7593,1024,0.13486105623600686,JACK,Texas,TX
"Jackson County, Texas",15081,14882,2104,0.14137884692917618,JACKSON,Texas,TX
"Jasper County, Texas",32807,31610,7032,0.22246124644099968,JASPER,Texas,TX
"Jeff Davis County, Texas",1740,1714,534,0.3115519253208868,JEFF DAVIS,Texas,TX
"Jefferson County, Texas",253939,238552,44758,0.18762366276535095,JEFFERSON,Texas,TX
"Jim Hogg County, Texas",4797,4543,1427,0.314109619194365,JIM HOGG,Texas,TX
"Jim Wells County, Texas",38863,38423,8920,0.232152616922156,JIM WELLS,Texas,TX
"Johnson County, Texas",188820,185709,19933,0.10733459336919589,JOHNSON,Texas,TX
"Jones County, Texas",19968,13935,1761,0.1263724434876211,JONES,Texas,TX
"Karnes County, Texas",14819,11353,2419,0.2130714348630318,KARNES,Texas,TX
"Kaufman County, Texas",160718,158990,15419,0.09698094219762249,KAUFMAN,Texas,TX
"Kendall County, Texas",46971,46241,2353,0.05088557773404554,KENDALL,Texas,TX
"Kenedy County, Texas",52,51,3,0.058823529411764705,KENEDY,Texas,TX
"Kent County, Texas",727,670,56,0.08358208955223881,KENT,Texas,TX
"Kerr County, Texas",53166,51223,5999,0.11711535833512289,KERR,Texas,TX
"Kimble County, Texas",4355,4289,645,0.15038470505945442,KIMBLE,Texas,TX
"King County, Texas",189,189,29,0.15343915343915343,KING,Texas,TX
"Kinney County, Texas",3140,2829,320,0.11311417462000707,KINNEY,Texas,TX
"Kleberg County, Texas",30629,28876,8329,0.28844022717827955,KLEBERG,Texas,TX
"Knox County, Texas",3322,3201,364,0.11371446422992815,KNOX,Texas,TX
"Lamar County, Texas",50421,49721,9301,0.18706381609380343,LAMAR,Texas,TX
"Lamb County, Texas",12919,12686,2023,0.15946712911871355,LAMB,Texas,TX
"Lampasas County, Texas",22267,22071,2022,0.09161342938697839,LAMPASAS,Texas,TX
"La Salle County, Texas",6946,5913,1301,0.2200236766446812,LA SALLE,Texas,TX
"Lavaca County, Texas",20479,20039,1892,0.09441588901641798,LAVACA,Texas,TX
"Lee County, Texas",17758,17357,2121,0.12219853661347006,LEE,Texas,TX
"Leon County, Texas",16067,15992,2301,0.14388444222111055,LEON,Texas,TX
"Liberty County, Texas",97993,92094,16281,0.1767867613525311,LIBERTY,Texas,TX
"Limestone County, Texas",22185,21445,4154,0.1937048262998368,LIMESTONE,Texas,TX
"Lipscomb County, Texas",2964,2902,394,0.1357684355616816,LIPSCOMB,Texas,TX
"Live Oak County, Texas",11444,9895,1702,0.17200606366851945,LIVE OAK,Texas,TX
"Llano County, Texas",22011,21723,2542,0.117018827970354,LLANO,Texas,TX
"Loving County, Texas",54,54,5,0.09259259259259259,LOVING,Texas,TX
"Lubbock County, Texas",314633,302240,51998,0.1720420857596612,LUBBOCK,Texas,TX
"Lynn County, Texas",5667,5602,980,0.1749375223134595,LYNN,Texas,TX
"McCulloch County, Texas",7565,7417,1082,0.14588108399622488,MCCULLOCH,Texas,TX
"McLennan County, Texas",263608,254251,43507,0.17111830435278524,MCLENNAN,Texas,TX
"McMullen County, Texas",623,623,57,0.09149277688603531,MCMULLEN,Texas,TX
"Madison County, Texas",13574,11230,1505,0.1340160284951024,MADISON,Texas,TX
"Marion County, Texas",9631,9522,1750,0.18378491913463557,MARION,Texas,TX
"Martin County, Texas",5230,5164,419,0.08113865220759102,MARTIN,Texas,TX
"Mason County, Texas",3951,3942,253,0.06418061897513952,MASON,Texas,TX
"Matagorda County, Texas",36274,35898,7816,0.21772800713131651,MATAGORDA,Texas,TX
"Maverick County, Texas",57770,57332,12981,0.2264180562338659,MAVERICK,Texas,TX
"Medina County, Texas",52419,50054,5641,0.11269828585128061,MEDINA,Texas,TX
"Menard County, Texas",1964,1920,405,0.2109375,MENARD,Texas,TX
"Midland County, Texas",171496,169844,18048,0.10626221709333271,MIDLAND,Texas,TX
"Milam County, Texas",25268,24754,3907,0.1578330774824271,MILAM,Texas,TX
"Mills County, Texas",4499,4313,332,0.07697658242522606,MILLS,Texas,TX
"Mitchell County, Texas",8989,7561,999,0.1321253802407089,MITCHELL,Texas,TX
"Montague County, Texas",20599,20282,2739,0.1350458534661276,MONTAGUE,Texas,TX
"Montgomery County, Texas",654722,650890,60445,0.09286515386624468,MONTGOMERY,Texas,TX
"Moore County, Texas",21234,21021,3226,0.1534655820370106,MOORE,Texas,TX
"Morris County, Texas",12014,11769,1985,0.1686634378451865,MORRIS,Texas,TX
"Motley County, Texas",1267,1267,123,0.09707971586424625,MOTLEY,Texas,TX
"Nacogdoches County, Texas",64897,59757,13307,0.22268520842746456,NACOGDOCHES,Texas,TX
"Navarro County, Texas",53735,52376,8814,0.1682831831373148,NAVARRO,Texas,TX
"Newton County, Texas",12193,12006,2689,0.22397134765950358,NEWTON,Texas,TX
"Nolan County, Texas",14565,14228,2679,0.1882906944053978,NOLAN,Texas,TX
"Nueces County, Texas",352829,345439,61023,0.17665347572219697,NUECES,Texas,TX
"Ochiltree County, Texas",9852,9757,1516,0.15537562775443273,OCHILTREE,Texas,TX
"Oldham County, Texas",2097,1704,301,0.1766431924882629,OLDHAM,Texas,TX
"Orange County, Texas",84993,84118,10663,0.12676240519270549,ORANGE,Texas,TX
"Palo Pinto County, Texas",28920,28639,4868,0.16997800202521038,PALO PINTO,Texas,TX
"Panola County, Texas",22624,22186,2635,0.11876859280627422,PANOLA,Texas,TX
"Parker County, Texas",158079,155939,12122,0.07773552478853911,PARKER,Texas,TX
"Parmer County, Texas",9752,9659,931,0.09638678952272492,PARMER,Texas,TX
"Pecos County, Texas",14983,12589,3445,0.27365160060370164,PECOS,Texas,TX
"Polk County, Texas",51780,48053,8675,0.18052983164422617,POLK,Texas,TX
"Potter County, Texas",116634,110270,23024,0.20879659018772104,POTTER,Texas,TX
"Presidio County, Texas",6043,6038,2192,0.36303411725737,PRESIDIO,Texas,TX
"Rains County, Texas",12505,12424,1590,0.12797810688989053,RAINS,Texas,TX
"Randall County, Texas",143791,140786,13392,0.0951230946258861,RANDALL,Texas,TX
"Reagan County, Texas",3259,3244,361,0.11128236744759556,REAGAN,Texas,TX
"Real County, Texas",2821,2542,521,0.2049567269866247,REAL,Texas,TX
"Red River County, Texas",11621,11433,2389,0.20895652934487885,RED RIVER,Texas,TX
"Reeves County, Texas",13219,12206,2669,0.21866295264623956,REEVES,Texas,TX
"Refugio County, Texas",6693,6536,1128,0.17258261933904528,REFUGIO,Texas,TX
"Roberts County, Texas",785,778,50,0.06426735218508997,ROBERTS,Texas,TX
"Robertson County, Texas",16973,16774,2768,0.165017288661023,ROBERTSON,Texas,TX
"Rockwall County, Texas",116931,116032,4991,0.04301399613899614,ROCKWALL,Texas,TX
"Runnels County, Texas",9880,9646,1004,0.10408459465063238,RUNNELS,Texas,TX
"Rusk County, Texas",52613,47551,6795,0.1428992029610313,RUSK,Texas,TX
"Sabine County, Texas",9998,9871,1414,0.14324789788268666,SABINE,Texas,TX
"San Augustine County, Texas",7889,7649,2101,0.2746764282912799,SAN AUGUSTINE,Texas,TX
"San Jacinto County, Texas",27983,27824,4928,0.1771132834962622,SAN JACINTO,Texas,TX
"San Patricio County, Texas",69519,68565,10387,0.15149128564136222,SAN PATRICIO,Texas,TX
"San Saba County, Texas",5802,5205,753,0.14466858789625361,SAN SABA,Texas,TX
"Schleicher County, Texas",2426,2411,216,0.08958938199917046,SCHLEICHER,Texas,TX
"Scurry County, Texas",16633,14418,1411,0.09786378138438064,SCURRY,Texas,TX
"Shackelford County, Texas",3169,3134,363,0.11582641991065731,SHACKELFORD,Texas,TX
"Shelby County, Texas",24108,23940,5635,0.23538011695906433,SHELBY,Texas,TX
"Sherman County, Texas",2434,2400,151,0.06291666666666666,SHERMAN,Texas,TX
"Smith County, Texas",238014,231542,28262,0.12205992865225315,SMITH,Texas,TX
"Somervell County, Texas",9510,9342,607,0.06497538000428174,SOMERVELL,Texas,TX
"Starr County, Texas",65809,65265,21862,0.33497280318700684,STARR,Texas,TX
"Stephens County, Texas",9278,8791,1187,0.13502445683084974,STEPHENS,Texas,TX
"Sterling County, Texas",1389,1355,37,0.02730627306273063,STERLING,Texas,TX
"Stonewall County, Texas",1244,1206,105,0.08706467661691543,STONEWALL,Texas,TX
"Sutton County, Texas",3306,3288,381,0.11587591240875912,SUTTON,Texas,TX
"Swisher County, Texas",6981,6341,1868,0.2945907585554329,SWISHER,Texas,TX
"Tarrant County, Texas",2135743,2104688,229884,0.10922474019902237,TARRANT,Texas,TX
"Taylor County, Texas",144259,138239,18686,0.1351716953971021,TAYLOR,Texas,TX
"Terrell County, Texas",851,851,70,0.08225616921269095,TERRELL,Texas,TX
